,0
1657,0.99894494
1658,0.44269475
1659,0.5497557
1660,0.2691525
1661,0.8550751
1662,0.999312
1663,0.0011873841
1664,0.99710584
1665,0.9863596
1666,0.09677774
1667,0.8309486
1668,0.004752904
1669,0.7209017
1670,0.15449524
1671,0.9610459
1672,0.9983532
1673,0.075448334
1674,0.9513235
1675,0.2343199
1676,0.9998847
1677,0.07567552
1678,0.987463
1679,0.60097
1680,0.7334432
1681,0.8870214
1682,0.39723304
1683,0.6202388
1684,0.19100198
1685,0.0027061403
1686,0.9974568
1687,0.99982786
1688,0.8943243
1689,0.9999999
1690,0.035034806
1691,0.537824
1692,0.28411013
1693,0.39730197
1694,0.2672007
1695,0.0
1696,0.9052113
1697,0.41582584
1698,0.42201856
1699,0.09766662
1700,0.07925713
1701,0.43735263
1702,0.00059735775
1703,0.99366546
1704,0.02191186
1705,0.8563751
1706,0.973544
1707,0.32052112
1708,0.74658823
1709,0.7783394
1710,0.2847805
1711,0.91638696
1712,0.054527134
1713,0.18977985
1714,0.026915252
1715,0.8486103
1716,0.023670048
1717,0.3196498
1718,0.87222433
1719,0.2376945
1720,0.15587905
1721,0.9992668
1722,0.86535764
1723,0.5356931
1724,0.14318427
1725,0.027872473
1726,0.8941387
1727,0.042465955
1728,0.98820597
1729,0.64118016
1730,0.0013116002
1731,0.94762933
1732,0.93092096
1733,0.18986452
1734,0.021588117
1735,0.27895305
1736,0.93058944
1737,0.068452895
1738,0.02308312
1739,0.5771253
1740,0.055601
1741,0.33676267
1742,0.02475363
1743,0.94964576
1744,0.9992236
1745,0.78934705
1746,0.2832321
1747,0.38992092
1748,0.69317186
1749,0.99379075
1750,0.91138417
1751,0.90160644
1752,0.8901508
1753,0.0010944605
1754,0.9005541
1755,0.59941876
1756,0.04970771
1757,0.8925429
1758,0.44200492
1759,0.2689475
1760,0.53597313
1761,0.038577974
1762,0.19457415
1763,0.8312974
1764,0.69743615
1765,0.97268593
1766,0.6081975
1767,0.1698919
1768,0.09232241
1769,0.00085636973
1770,0.059466958
1771,0.0001733303
1772,0.9634254
1773,0.99989605
1774,0.12639251
1775,0.98871887
1776,0.09195611
1777,0.9982636
1778,0.028360575
1779,0.5832981
1780,3.734231e-05
1781,0.0068975985
1782,0.9999094
1783,0.12490988
1784,0.03843105
1785,0.00038284063
1786,0.38153225
1787,0.99260664
1788,0.9999913
1789,0.9827517
1790,0.90688765
1791,0.5764732
1792,0.84324145
1793,0.66407025
1794,0.99961436
1795,0.97265255
1796,0.90622747
1797,0.9005846
1798,0.0255737
1799,0.109761775
1800,0.99999976
1801,0.986874
1802,0.6384635
1803,0.9988322
1804,0.8462236
1805,0.10602218
1806,0.9999777
1807,0.2925086
1808,0.9974718
1809,0.21403623
1810,0.9901115
1811,0.028068662
1812,0.12080249
1813,0.81770575
1814,0.058088988
1815,0.9204755
1816,0.024240732
1817,1.0
1818,0.98534846
1819,0.99834764
1820,0.9559581
1821,0.8487562
1822,0.09039435
1823,0.074549794
1824,0.34402445
1825,0.0016632378
1826,0.012740284
1827,0.98439896
1828,0.88449824
1829,0.20464197
1830,0.3330286
1831,0.94303334
1832,0.8351176
1833,0.328035
1834,0.5205015
1835,0.7409272
1836,0.99973875
1837,0.29800034
1838,0.0022643507
1839,0.030764937
1840,2.682209e-07
1841,0.99585986
1842,0.9418242
1843,0.002082646
1844,0.84361684
1845,0.94830847
1846,0.36665523
1847,0.8653891
1848,0.53056246
1849,0.81459194
1850,0.34668234
1851,0.9961025
1852,0.58953995
1853,0.2365301
1854,0.5797833
1855,0.9986767
1856,0.24693671
1857,0.09765184
1858,0.002519846
1859,0.9842478
1860,0.999999
1861,0.9982134
1862,0.008992463
1863,0.88096184
1864,0.8258691
1865,0.9897027
1866,0.71274185
1867,0.7229176
1868,0.4043219
1869,0.9096926
1870,0.8699039
1871,0.5517357
1872,0.9825531
1873,0.9963193
1874,0.0006174445
1875,0.21918172
1876,0.9969071
1877,0.9994247
1878,0.9998366
1879,0.93048763
1880,0.10569242
1881,0.13091293
1882,0.62325203
1883,0.978204
1884,0.9990865
1885,0.99988586
1886,0.9612776
1887,0.74328697
1888,0.01057449
1889,0.5399115
1890,0.020775914
1891,0.6867756
1892,0.36078835
1893,0.9904245
1894,0.725591
1895,0.026390553
1896,0.9999785
1897,0.9022641
1898,0.9926366
1899,0.9937977
1900,0.017728806
1901,0.9997256
1902,0.25232714
1903,0.5596225
1904,1.0
1905,0.34869936
1906,0.67796886
1907,0.389121
1908,0.999881
1909,0.4909734
1910,0.55212396
1911,0.10009256
1912,0.78702784
1913,0.96769786
1914,0.3709189
1915,0.13057429
1916,0.89069927
1917,0.24529308
1918,0.2460804
1919,0.9931114
1920,0.9112673
1921,0.99820113
1922,0.7840158
1923,0.9985718
1924,0.9941472
1925,0.0234811
1926,0.689112
1927,0.97686744
1928,0.18512014
1929,0.4389256
1930,0.09475526
1931,0.13408756
1932,0.22760764
1933,0.9901396
1934,0.96195924
1935,0.999892
1936,0.008519232
1937,0.0020399392
1938,0.06780112
1939,0.7601594
1940,0.61313045
1941,0.88607365
1942,0.9554317
1943,0.003498286
1944,0.9937455
1945,0.14057612
1946,0.99997854
1947,0.9028758
1948,0.9826203
1949,0.8134439
1950,0.9866653
1951,0.6812568
1952,0.033171713
1953,0.002498418
1954,0.29615766
1955,0.99539804
1956,0.9612997
1957,0.27214366
1958,0.9840323
1959,0.7429909
1960,0.0033513904
1961,0.99464476
1962,0.12649247
1963,0.8953632
1964,0.15076652
1965,0.3578508
1966,0.41827083
1967,0.3081741
1968,0.9940871
1969,0.04333815
1970,0.5262725
1971,0.9652892
1972,0.99923706
1973,0.2527886
1974,0.96907556
1975,0.99988425
1976,0.36983126
1977,0.08044967
1978,0.330675
1979,0.7279965
1980,0.99555606
1981,0.9260676
1982,0.9295261
1983,0.9994627
1984,0.10347456
1985,0.31074923
1986,0.7890886
1987,0.29869878
1988,0.9984349
1989,0.015677482
1990,0.5776949
1991,0.69990015
1992,0.99967194
1993,0.328474
1994,0.9830307
1995,0.13230374
1996,0.9995104
1997,0.5269158
1998,0.89043546
1999,0.99243414
2000,0.19766933
2001,9.819865e-05
2002,0.9839653
2003,0.19932264
2004,0.13629398
2005,0.06409171
2006,0.49738827
2007,0.99264246
2008,0.73235893
2009,0.9997983
2010,0.90890026
2011,0.050622284
2012,0.29583445
2013,0.0022062063
2014,0.2598784
2015,0.11982134
2016,0.5336789
2017,0.7377691
2018,0.63300526
2019,0.7244927
2020,0.99973
2021,0.0028915405
2022,0.6603284
2023,0.10145494
2024,0.9995822
2025,0.9999654
2026,0.6287407
2027,0.9888946
2028,0.080385
2029,0.9995772
2030,0.24553111
2031,0.9998536
2032,0.82328975
2033,0.99929863
2034,0.6364453
2035,0.074760675
2036,0.0045108497
2037,0.012545437
2038,0.9435611
2039,0.98210484
2040,0.9950568
2041,0.069618225
2042,0.7872398
2043,0.9777825
2044,0.10334632
2045,0.9973304
2046,0.81428945
2047,0.9989151
2048,0.004332036
2049,0.046377927
2050,0.00016665459
2051,0.7125004
2052,0.108400345
2053,0.19278699
2054,0.080005646
2055,0.994684
2056,0.3756329
2057,0.9999455
2058,0.9997249
2059,0.9937344
2060,0.9980644
2061,0.13281333
2062,0.99950373
2063,0.701216
2064,1.3202429e-05
2065,0.95210385
2066,0.11191198
2067,0.5130019
2068,0.3709917
2069,0.06287745
2070,0.4621441
2071,0.98506904
2072,0.6932832
2073,0.34860653
2074,0.40205717
2075,0.43850023
2076,0.14326304
2077,0.6226288
2078,0.99824464
2079,0.10683614
2080,0.082766175
2081,0.9830307
2082,0.06593394
2083,0.19147196
2084,0.9774889
2085,0.002017647
2086,0.89848155
2087,0.74432325
2088,0.77807117
2089,0.0056690574
2090,0.9970133
2091,0.54499054
2092,0.000102221966
2093,0.7777891
2094,0.0288966
2095,0.90673804
2096,0.99990577
2097,0.8337513
2098,0.86600876
2099,0.3033678
2100,0.00037175417
2101,0.67089075
2102,0.17878601
2103,0.44521543
2104,0.98554647
2105,0.99974877
2106,0.06970954
2107,0.5207068
2108,0.023792386
2109,0.9986508
2110,0.7478398
2111,0.12811625
2112,0.32879052
2113,0.1694279
2114,0.45114708
2115,0.044754505
2116,0.03275439
2117,0.35909775
2118,0.98964065
2119,0.40443638
2120,0.8059712
2121,0.112534404
2122,0.113559395
2123,0.9848155
2124,0.3057515
2125,0.28353122
2126,0.70110226
2127,0.9145085
2128,0.99947107
2129,0.9932776
2130,0.046254903
2131,0.20093697
2132,0.90856725
2133,0.4182375
2134,0.45697576
2135,0.16479722
2136,0.94723845
2137,0.9946501
2138,0.003365755
2139,0.99990463
2140,0.002964884
2141,0.13755083
2142,0.9302094
2143,0.988151
2144,0.34636846
2145,0.13570523
2146,0.9999159
2147,0.018379688
2148,0.95208
2149,0.0023989677
2150,0.12276691
2151,0.0008467436
2152,0.8197129
2153,0.9726783
2154,0.91929674
2155,0.93097746
2156,0.5411436
2157,0.6956098
2158,0.19924533
2159,0.067756385
2160,0.9975895
2161,0.99685574
2162,0.8329294
2163,0.057388693
2164,0.9962481
2165,0.99570763
2166,0.270235
2167,0.94192624
2168,0.28796858
2169,0.94336355
2170,0.0007889569
2171,0.9840374
2172,0.9998263
2173,0.98912466
2174,0.250197
2175,0.97762465
2176,0.17876157
2177,0.93593776
2178,0.0012009442
2179,0.2337994
2180,0.0048895776
2181,0.31318006
2182,0.6310819
2183,0.046377927
2184,0.8902409
2185,0.013905704
2186,0.0016527176
2187,0.0
2188,0.11668557
2189,0.9991007
2190,0.061616004
2191,0.24438435
2192,0.07394019
2193,0.7730644
2194,0.031071633
2195,0.9999115
2196,0.07790527
2197,0.9999976
2198,0.0068968534
2199,0.3105284
2200,0.9864589
2201,0.038099706
2202,0.93439054
2203,0.109793365
2204,0.99994683
2205,0.81634605
2206,0.6308439
2207,0.84979165
2208,0.3496331
2209,0.1262759
2210,0.013107151
2211,0.99186796
2212,0.7334764
2213,0.9999894
2214,0.95496655
2215,0.99943745
2216,0.88802224
2217,0.41816747
2218,0.99999595
2219,0.3205734
2220,0.2665077
2221,0.006788969
2222,0.0023873746
2223,0.9856104
2224,0.6016599
2225,0.500524
2226,0.9962
2227,0.8855844
2228,0.9573282
2229,0.12749967
2230,0.97438115
2231,0.11963463
2232,0.0447298
2233,0.99961996
2234,0.9999786
2235,0.04911855
2236,0.9999663
2237,0.7016582
2238,0.079482645
2239,2.7298927e-05
2240,0.99570936
2241,0.7326105
2242,0.99959886
2243,0.00035235286
2244,0.43475124
2245,0.9170004
2246,0.9772956
2247,0.06629479
2248,0.99838674
2249,0.77151537
2250,0.6280593
2251,0.12743798
2252,0.4449121
2253,0.022600085
2254,0.058512896
2255,0.88442874
2256,0.82095253
2257,0.3547197
2258,0.18290108
2259,0.7868907
2260,0.49608383
2261,0.33825478
2262,0.008073121
2263,0.8698531
2264,0.9856723
2265,0.021073818
2266,0.3167877
2267,0.94680816
2268,0.46596667
2269,0.00015458465
2270,0.46937296
2271,0.015480667
2272,0.29219705
2273,0.04815638
2274,0.9998968
2275,0.019127458
2276,0.8736454
2277,0.0015236437
2278,0.023413897
2279,0.57650226
2280,0.00318259
2281,0.0077828467
2282,0.102146566
2283,0.99929523
2284,0.67323875
2285,0.048502922
2286,0.99160445
2287,0.99685574
2288,0.008452177
2289,0.9974047
2290,0.1384992
2291,0.99364746
2292,0.83975106
2293,0.0029101968
2294,0.99157
2295,0.04321763
2296,0.34599227
2297,0.21469298
2298,0.9888412
2299,0.9817718
2300,0.8094896
2301,0.9503081
2302,0.81692564
2303,7.7307224e-05
2304,0.99999744
2305,0.9503215
2306,0.7602519
2307,0.9717736
2308,0.9291241
2309,0.13331544
2310,0.0033818185
2311,0.00064477324
2312,1.630187e-05
2313,0.5419511
2314,0.6435767
2315,0.15036267
2316,0.29054165
2317,0.4511317
2318,0.8515748
2319,0.9959935
2320,0.90015656
2321,0.97897744
2322,0.0029101968
2323,0.39182293
2324,0.35715908
2325,0.99685574
2326,0.17723799
2327,0.6926625
2328,0.08352396
2329,0.1164968
2330,0.96618325
2331,0.01749006
2332,0.8719274
2333,0.008933485
2334,0.99997467
2335,0.963321
2336,0.99380153
2337,0.25806248
2338,0.24865124
2339,0.11957273
2340,0.10622454
2341,0.94345814
2342,0.25378177
2343,0.6412292
2344,0.018738538
2345,0.8683952
2346,0.9976062
2347,0.048564374
2348,0.52210635
2349,0.016788125
2350,0.055046022
2351,0.13925985
2352,0.7901058
2353,0.8260677
2354,0.99089825
2355,0.28960374
2356,0.9744501
2357,0.99907523
2358,0.12958908
2359,0.7975392
2360,0.008499354
2361,0.56771666
2362,0.19587845
2363,0.5975976
2364,0.8402332
2365,0.7496157
2366,0.9999923
2367,0.9147881
2368,0.9327336
2369,0.13278076
2370,0.7662196
2371,0.7211368
2372,0.99285185
2373,0.08763349
2374,0.40220335
2375,0.008954883
2376,0.37958148
2377,0.6001502
2378,0.5641086
2379,0.08046186
2380,0.00278306
2381,0.9359075
2382,0.9668639
2383,0.4877705
2384,0.9171511
2385,0.545707
2386,0.43817973
2387,0.9979839
2388,0.46134675
2389,0.9897263
2390,0.00026875734
2391,0.8507153
2392,0.63645154
2393,5.9604645e-08
2394,0.9125238
2395,0.66277266
2396,0.21990886
2397,1.0
2398,0.012975156
2399,0.28344053
2400,0.4498641
2401,0.9952129
2402,0.059226364
2403,0.31237447
2404,0.89221776
2405,0.44774002
2406,0.8843652
2407,0.018339813
2408,0.9159996
2409,0.7070644
2410,0.032236934
2411,0.14626119
2412,0.033350617
2413,0.8808806
2414,0.7895199
2415,0.079526454
2416,0.7108479
2417,0.4790067
2418,0.29091945
2419,0.0040072203
2420,0.024542004
2421,0.9912903
2422,0.19366148
2423,0.97919
2424,0.99218744
2425,0.5638621
2426,0.9971788
2427,0.07382518
2428,0.9412838
2429,0.417634
2430,0.28615308
2431,0.008619249
2432,0.96302307
2433,0.0
2434,0.9999994
2435,0.99575865
2436,0.16785666
2437,0.959314
2438,0.0881919
2439,0.84055793
2440,0.70610297
2441,0.9086698
2442,0.63381284
2443,0.0069082975
2444,0.98414207
2445,0.91776896
2446,0.995244
2447,0.012123764
2448,0.9999939
2449,0.06537628
2450,0.0029228926
2451,0.9657918
2452,0.4364506
2453,0.002590388
2454,0.9999734
2455,0.40557107
2456,0.45065865
2457,0.5603414
2458,0.99174434
2459,0.2459071
2460,0.99998045
2461,1.052022e-05
2462,4.377961e-05
2463,0.92098475
2464,0.77268267
2465,0.6424494
2466,0.95704377
2467,0.004398644
2468,0.097193
2469,0.1460239
2470,0.1271787
2471,0.015295893
2472,0.99999535
2473,0.11094263
2474,0.35940868
2475,0.7066996
2476,0.9978134
2477,0.11868948
2478,0.6776453
2479,0.9435376
2480,0.033300906
2481,0.6624321
2482,0.9960451
2483,0.011839092
2484,0.04465899
2485,0.9919536
2486,0.03656
2487,0.9395273
2488,0.19126508
2489,0.9752318
2490,0.99999285
2491,0.9943056
2492,0.66458714
2493,0.9421718
2494,0.02230677
2495,0.9452865
2496,0.020981193
2497,0.99725544
2498,0.87857103
2499,0.9824744
2500,0.8215624
2501,0.24844351
2502,0.3856581
2503,0.9985774
2504,0.9998417
2505,0.03818381
2506,0.9270062
2507,0.4545878
2508,0.03531584
2509,0.84595907
2510,0.011271477
2511,0.90807617
2512,0.1930233
2513,0.76816124
2514,0.011935025
2515,0.51206917
2516,0.9565922
2517,0.99999875
2518,0.9996618
2519,2.104044e-05
2520,0.97931194
2521,0.4035905
2522,0.0038182735
2523,0.031764477
2524,0.2899379
2525,0.9987389
2526,0.16892856
2527,0.99479926
2528,0.023674607
2529,0.9647112
2530,0.9501319
2531,0.02718246
2532,0.9943111
2533,0.013280839
2534,0.9999995
2535,0.1678777
2536,0.085449874
2537,0.11373845
2538,0.41202128
2539,0.99390924
2540,0.9994459
2541,0.5360458
2542,0.9877398
2543,0.7771003
2544,0.017133206
2545,0.0060435236
2546,0.82229984
2547,0.9685486
2548,0.8392856
2549,0.99712026
2550,0.8675654
2551,0.9911786
2552,0.99953234
2553,0.11911157
2554,0.13207152
2555,0.88504505
2556,0.99997497
2557,0.7336546
2558,0.94293714
2559,0.22331947
2560,0.8435738
2561,0.014833897
2562,0.975207
2563,0.0019358695
2564,0.03610143
2565,0.4801809
2566,0.8013176
2567,0.99997777
2568,0.9022987
2569,0.30345085
2570,0.52249295
2571,0.98719335
2572,0.81378496
2573,0.25244868
2574,0.41826606
2575,0.99999356
2576,0.044953972
2577,0.90747416
2578,0.8309026
2579,0.7959182
2580,0.00052812696
2581,0.058846503
2582,0.20487788
2583,0.7967553
2584,0.09949133
2585,0.7175765
2586,0.0013050437
2587,0.14339966
2588,0.7623544
2589,0.7858851
2590,0.4739712
2591,0.5919179
2592,0.999612
2593,0.90212333
2594,0.13848689
2595,0.5498515
2596,0.9155116
2597,0.99999934
2598,0.0013445616
2599,0.05064851
2600,0.99578714
2601,0.9997399
2602,0.06802824
2603,0.997301
2604,0.8841288
2605,0.9999429
2606,0.98912823
2607,0.95061684
2608,0.94141245
2609,0.63700235
2610,0.6390829
2611,0.54129124
2612,0.087592006
2613,0.5547305
2614,0.042916775
2615,0.013957202
2616,0.9264036
2617,0.17463371
2618,0.99649847
2619,0.9975165
2620,0.19279903
2621,0.62057954
2622,0.9518082
2623,0.8866951
2624,0.2410388
2625,0.9995575
2626,0.6388719
2627,0.8230757
2628,0.048765033
2629,0.98781395
2630,0.78401875
2631,0.18064955
2632,0.99997354
2633,0.9379841
2634,0.90283996
2635,0.9999055
2636,0.93377304
2637,0.9980359
2638,0.0027316809
2639,0.0021665692
2640,0.16512749
2641,0.9226593
2642,0.052083284
2643,0.8957865
2644,0.98824716
2645,0.8695755
2646,0.00644657
2647,0.19526184
2648,0.14367557
2649,0.066618055
2650,0.011985421
2651,0.4635756
2652,0.21893245
2653,0.95715904
2654,0.99970466
2655,0.13908452
2656,0.992406
2657,0.52405846
2658,0.9967202
2659,0.21599478
2660,0.01787591
2661,0.9796517
2662,0.9999999
2663,0.83298403
2664,0.0027163923
2665,0.9999995
2666,0.25661752
2667,0.99990153
2668,0.44490093
2669,0.22516653
2670,0.9999999
2671,0.99991864
2672,0.6714821
2673,0.9999939
2674,0.9737274
2675,0.07242486
2676,0.86231315
2677,0.9808241
2678,0.93625283
2679,0.76942915
2680,0.8812114
2681,0.94680816
2682,0.34999233
2683,0.47591132
2684,0.99985945
2685,0.0028871298
2686,0.979653
2687,0.9933075
2688,0.86600786
2689,0.7970586
2690,0.3980018
2691,0.15173191
2692,0.8751305
2693,0.35681158
2694,0.0080957115
2695,0.9801806
2696,0.05328387
2697,0.9260832
2698,0.16544402
2699,0.9999994
2700,0.97121674
2701,0.07237601
2702,0.9998923
2703,0.94025373
2704,0.9940298
2705,0.6200691
2706,0.9895355
2707,0.63051677
2708,0.26205564
2709,0.9447241
2710,0.6363161
2711,0.99999964
